Nº Código,Alíc.,Mínimo,Actividad ID,Descripción,Rama ID,Rama,Categoria ID,Categoria
321000,7.00,705.00,1272,Fabricación de lámparas y tubos eléctricos,15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
323000.3,7.00,705.00,1278,Fabricación de piezas y suministros utilizados especialmente para aparatos de radio y televisión,15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
293094,7.00,705.00,1261,"Fabricación de planchas, calefactores, hornos eléctricos, microondas y otros aparatos generadores de calor",15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
323000.1,7.00,705.00,1276,"Fabricación de receptores de radio, televisión, grabación y reproducción de imagen gravadas y sonido",15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
322000,7.00,705.00,1273,Fabricación de Transmisores de Radio y Televisión y aparatos de telefonía y telegrafía con hilos,15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
293092.1,7.00,705.00,1258,"Fabricación de ventiladores y extractores de aire, aspiradoras y otros aparatos semejantes",15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
323000.4,7.00,875.00,1279,"Fabricación y comercialización al por mayor de maquinarias eléctricas, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
323000.2,7.00,705.00,1277,Fabricación y grabación de discos y cintas magnetofónicas,15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
293092.2,7.00,455.00,1259,Fabricación y reparación de acondicionadores de aire,15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
293099.4,7.00,705.00,1265,Fabricación y reparación de equipos de computación.,15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
312000.1,7.00,455.00,1268,Fabricación y reparación de equipos de distribución y transmisión de electricidad,15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
300000,7.00,455.00,1266,"Fabricación y reparación de maquinaria de oficina, cálculo, contabilidad, máquinas de escribir, cajas registradoras,",15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
293091,7.00,455.00,1257,Fabricación y reparación de máquinas de coser y tejer,15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
293099.3,7.00,705.00,1264,Fabricación y reparación de máquinas y aparatos industriales eléctricos no clasificados en otra parte,15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
311000,7.00,455.00,1267,"Fabricación y reparación de motores eléctricos, transformadores y generadores",15,ACTIVIDADES INDUSTRIALES,111,"Fabricación y reparación de maquinarias, aparatos, accesorios y suministros eléctricos y electrónicos"
221100,7.00,320.00,1141,Edición de libros y publicaciones. Editoriales con talleres propios,15,ACTIVIDADES INDUSTRIALES,98,"Imprentas, editoriales e industrias conexas"
221900.2,7.00,320.00,1144,Edición n.c.p.,15,ACTIVIDADES INDUSTRIALES,98,"Imprentas, editoriales e industrias conexas"
221200,7.00,320.00,1142,"Editorial de diarios, periódicos y revistas",15,ACTIVIDADES INDUSTRIALES,98,"Imprentas, editoriales e industrias conexas"
221900.1,7.00,320.00,1143,Editoriales sin imprenta,15,ACTIVIDADES INDUSTRIALES,98,"Imprentas, editoriales e industrias conexas"
222101,7.00,320.00,1145,Impresión de diarios y revistas,15,ACTIVIDADES INDUSTRIALES,98,"Imprentas, editoriales e industrias conexas"
222109,7.00,320.00,1146,Impresión y encuadernación (excepto diarios y revistas),15,ACTIVIDADES INDUSTRIALES,98,"Imprentas, editoriales e industrias conexas"
222200,7.00,320.00,1147,"Servicios relacionados con la imprenta (electrotipia, composición de tipo, grabado)",15,ACTIVIDADES INDUSTRIALES,98,"Imprentas, editoriales e industrias conexas"
201000,7.00,705.00,1122,Aserraderos. Preparación y conservación de maderas (excepto las terciadas y conglomeradas),15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
202901,7.00,320.00,1127,"Fabricación de artículos de cestería, caña y mimbre",15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
202903,7.00,455.00,1129,Fabricación de artículos de madera en tornerías,15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
202902,7.00,705.00,1128,Fabricación de ataúdes,15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
202300,7.00,705.00,1126,"Fabricación de envases, recipientes y embalajes de madera (barriles, tambores, caja)",15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
202100,7.00,705.00,1123,"Fabricación de maderas terciadas, enchapadas o conglomeradas, tableros o paneles",15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
202904,7.00,455.00,1130,Fabricación de productos de corcho,15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
202909,7.00,455.00,1131,"Fabricación de productos de madera, de corcho, caña y mimbre no clasificados en otra parte",15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
202201,7.00,705.00,1124,"Fabricación de puertas, ventanas y estructuras de madera para la construcción. Carpintería de obras",15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
202202,7.00,705.00,1125,Fabricación de viviendas prefabricadas de madera,15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
202910,7.00,875.00,1132,"Fabricación y comercialización al por mayor de productos de madera, corcho, caña y mimbre, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,96,"Industria de la madera y productos de madera, de corcho, paja y materiales trenzables, excepto muebles"
182009.2,8.40,1140.00,1114,Confección de artículos de piel (excluidas las prendas de vestir),15,ACTIVIDADES INDUSTRIALES,94,"Industria del cuero, productos y sucedáneos de cuero y pieles (excepto calzados y prendas de vestir)"
191100,8.40,705.00,1115,"Curtido, acabado, repujado, charolado y terminado del cuero. Curtiembres y talleres de acabado",15,ACTIVIDADES INDUSTRIALES,94,"Industria del cuero, productos y sucedáneos de cuero y pieles (excepto calzados y prendas de vestir)"
191200,8.40,895.00,1116,"Fabricación de productos de cuero y sucedáneos de cuero (excepto calzado y prendas vestir). Incluye maletas, bolsos de mano y similares, artículos de talabartería y de cuero n.c.p.",15,ACTIVIDADES INDUSTRIALES,94,"Industria del cuero, productos y sucedáneos de cuero y pieles (excepto calzados y prendas de vestir)"
191300,8.40,875.00,1117,"Fabricación y comercialización al por mayor de productos de cuero, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,94,"Industria del cuero, productos y sucedáneos de cuero y pieles (excepto calzados y prendas de vestir)"
182009.1,8.40,705.00,1113,"Preparación, decoloración y teñido de pieles",15,ACTIVIDADES INDUSTRIALES,94,"Industria del cuero, productos y sucedáneos de cuero y pieles (excepto calzados y prendas de vestir)"
160092,12.60,1825.00,1076,"Elaboración y comercialización al por mayor de cigarrillos, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,91,Industria del tabaco
160091,12.60,1825.00,1075,Fabricación de cigarrillos,15,ACTIVIDADES INDUSTRIALES,91,Industria del tabaco
160099,12.60,1825.00,1077,Fabricación de otros productos de tabaco,15,ACTIVIDADES INDUSTRIALES,91,Industria del tabaco
271009,7.00,705.00,1210,"Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye alambre, cañerías, tuberías, )en general",15,ACTIVIDADES INDUSTRIALES,107,Industrias básicas de hierro y acero
271010,7.00,875.00,1211,"Fabricación y comercialización al por mayor de productos de hierro y acero, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,107,Industrias básicas de hierro y acero
271001,7.00,705.00,1208,"Fundición en hornos y acerías. Producción de lingotes, planchas o barras",15,ACTIVIDADES INDUSTRIALES,107,Industrias básicas de hierro y acero
271002,7.00,705.00,1209,"Laminación y estirado. Laminadoras. Cortes, doblado y plegado de chapas /o aceros",15,ACTIVIDADES INDUSTRIALES,107,Industrias básicas de hierro y acero
272010,7.00,705.00,1212,Elaboración de aluminio primario y semielaborados de aluminio,15,ACTIVIDADES INDUSTRIALES,108,Industrias básicas de metales no ferrosos incluyendo metales preciosos
273300,7.00,875.00,1216,"Fabricación y comercialización al por mayor de metales no ferrosos y metales preciosos, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,108,Industrias básicas de metales no ferrosos incluyendo metales preciosos
273100,7.00,705.00,1214,Fundición de hierro y acero,15,ACTIVIDADES INDUSTRIALES,108,Industrias básicas de metales no ferrosos incluyendo metales preciosos
273200,7.00,705.00,1215,Fundición de metales no ferrosos,15,ACTIVIDADES INDUSTRIALES,108,Industrias básicas de metales no ferrosos incluyendo metales preciosos
272090,7.00,705.00,1213,Producción de metales no ferrosos n.c.p. y sus semielaborados,15,ACTIVIDADES INDUSTRIALES,108,Industrias básicas de metales no ferrosos incluyendo metales preciosos
155120.1,7.00,895.00,1063,Destilación de alcoholes excepto el etílico,15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155110,8.40,895.00,1062,Destilación de alcohol etílico,15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155120.2,8.40,895.00,1064,"Destilación, rectificación y mezcla de bebidas alcohólicas (incluye whisky, coñac, ron)",15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155499,8.40,895.00,1073,Elaboración de bebidas n.c.p.,15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155420,9.50,895.00,1070,"Elaboración de bebidas no alcohólicas (incluye bebidas refrescantes, gaseosas, excepto jugos o jarabes para diluir)",15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155490.2,8.40,895.00,1072,Elaboración de jugos envasados para diluir,15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155300,9.50,895.00,1067,"Elaboración de malta, cerveza y bebidas malteadas",15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155290,8.40,895.00,1066,Elaboración de sidras y bebidas fermentadas excepto las malteadas,15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155412,8.40,450.00,1069,Elaboración de soda,15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155210,8.40,895.00,1065,Elaboración de vinos,15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155500,8.40,895.00,1074,"Elaboración y comercialización al por mayor de bebidas, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155411,8.40,895.00,1068,Embotellamiento de aguas naturales y minerales,15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
155490.1,8.40,895.00,1071,Fabricación de hielo natural y jugos envasados para diluir,15,ACTIVIDADES INDUSTRIALES,90,Industrias de bebidas
373000,8.40,455.00,1320,Desarrollo de software,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
151191,7.00,705.00,1305,Elaboración de aceites y grasas animales no comestibles,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369999.2,7.00,705.00,1317,Fabricación de artículos no clasificados en otra parte,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369920,7.00,575.00,1313,"Fabricación de cepillos, pinceles y escobas",15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
361030,7.00,705.00,1306,"Fabricación de colchones, sommiers, almohadones y almohadas",15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369300,7.00,455.00,1310,"Fabricación de equipos y aparatos para deporte, atletismo y camping",15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369999.1,7.00,705.00,1316,Fabricación de equipos y artículos para gastronomía,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369991,7.00,705.00,1314,Fabricación de fósforos,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369200,7.00,455.00,1309,Fabricación de instrumentos de música,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369101,8.40,705.00,1307,Fabricación de joyas y artículos conexos,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369400,7.00,705.00,1311,Fabricación de juegos y juguetes (excepto los de caucho y plástico),15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369910,7.00,705.00,1312,"Fabricación de lápices, lapiceras, bolígrafos, plumas estilográficas y artículos similares para oficina",15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369102,8.40,455.00,1308,Fabricación de objetos de platería y enchapados,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
369992,7.00,705.00,1315,Fabricación de paraguas,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
374000,7.00,705.00,1321,Fabricación y armado de letreros y anuncios publicitarios,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
375000,7.00,875.00,1322,"Fabricación y comercialización al por mayor de otras manufacturas, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
371000,7.00,455.00,1318,Reciclamiento de desperdicios y desechos metálicos,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
372000,7.00,455.00,1319,Reciclamiento de desperdicios y desechos no metálicos,15,ACTIVIDADES INDUSTRIALES,115,Otras industrias manufactureras
11411,7.00,705.00,964,Cultivo de algodón,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11111,7.00,705.00,949,"Cultivo de arroz, trigo, maíz, soja y cereales forrajeros,  oleaginosas, semillas",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11229,7.00,705.00,952,"Cultivo de bulbos, brotes, raíces y hortalizas de frutos n.c.p. (incluye ají, ajo, alcaparra, berenjena, cebolla, calabaza, espárrago, frutilla, melón, pepino, pimiento, sandía, zanahoria, zapallo, zapallito)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11421,7.00,705.00,966,Cultivo de caña de azúcar,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11460,7.00,705.00,971,"Cultivo de especias (de hoja, de semilla, de flor y de fruto) y de plantas aromáticas y medicinales.",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11251,7.00,705.00,956,Cultivo de flores,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11330,7.00,705.00,961,"Cultivo de frutas cítricas. (Incluye bergamota, lima, limón, mandarina, naranja, pomelo, kinoto)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11320,7.00,705.00,960,"Cultivo de frutas de carozo. (Incluye cereza, ciruela, damasco, durazno, melón)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11319,7.00,705.00,959,"Cultivo de frutas de pepita n.c.p. (Incluye membrillo, níspero)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11390,7.00,705.00,963,"Cultivo de frutas n.c.p. (Incluye ananá, banana, higo, kiwi, mamón, palta, uva de mesa)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11230,7.00,705.00,953,"Cultivo de hortalizas de hoja y de otras hortalizas frescas (incluye acelga, apio, cebolla de verdeo, choclo, coles, espinaca, lechuga, perejil, radicheta, repollo)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11241,7.00,705.00,954,"Cultivo de legumbres frescas (incluye arveja, chaucha, haba, lupino, poroto)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11242,7.00,705.00,955,"Cultivo de legumbres secas. (Incluye arveja, garbanzo, haba, lenteja, poroto)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11311,7.00,705.00,958,Cultivo de manzana y pera,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11340,7.00,705.00,962,"Cultivo de nueces y frutas secas. (Incluye almendra, avellana, castaña, nuez, pistacho)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11210,7.00,705.00,950,"Cultivo de papa, batata y mandioca",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11252,7.00,705.00,957,Cultivo de plantas ornamentales,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11419,7.00,705.00,965,"Cultivo de plantas para la obtención de fibras n.c.p. (Incluye abacá, cáñamo, formio, lino textil, maíz de Guinea, ramio, yute)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11429,7.00,705.00,967,Cultivo de plantas sacaríferas n.c.p. (Incluye remolacha azucarera),14,ACTIVIDADES PRIMARIAS,80,Agricultura
11450,7.00,705.00,970,Cultivo de tabaco,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11440,7.00,705.00,969,"Cultivo de té, yerba mate y otras plantas cuyas hojas se utilizan p/preparar bebidas (infusiones)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11221,7.00,705.00,951,Cultivo de tomate,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11430,7.00,705.00,968,Cultivo de vid para vinificar,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11490,7.00,705.00,972,"Cultivos industriales n.c.p. (Incluye olivo para conserva, palmitos)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11530,7.00,705.00,978,Cultivos n.c.p.,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11520,7.00,705.00,977,"Producción de otras formas de propagación de cultivos agrícolas. (Incluye gajos, bulbos, estacas enraizadas o no, esquejes, plantines)",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11519,7.00,705.00,976,Producción de semillas de cultivos agrícolas n.c.p.,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11513,7.00,705.00,975,"Producción de semillas de hortalizas y legumbres, flores y plantas ornamentales y árboles frutales",14,ACTIVIDADES PRIMARIAS,80,Agricultura
11511,7.00,705.00,973,Producción de semillas híbridas de cereales y oleaginosas,14,ACTIVIDADES PRIMARIAS,80,Agricultura
11512,7.00,705.00,974,"Producción de semillas varietales o autofecundadas de cereales, oleaginosas y forrajeras",14,ACTIVIDADES PRIMARIAS,80,Agricultura
12230,7.00,705.00,983,"Apicultura (Incluye la producción de miel, jalea real, polen, propóleo).",14,ACTIVIDADES PRIMARIAS,81,Cría de animales
12242,7.00,705.00,985,Cría de animales para la obtención de pelos,14,ACTIVIDADES PRIMARIAS,81,Cría de animales
12241,7.00,705.00,984,Cría de animales para la obtención de pieles y cueros,14,ACTIVIDADES PRIMARIAS,81,Cría de animales
12243,7.00,705.00,986,Cría de animales para la obtención de plumas,14,ACTIVIDADES PRIMARIAS,81,Cría de animales
12290,7.00,705.00,987,"Cría de animales y obtención de productos de origen animal, n.c.p. (Incluye ciervo, conejo -excepto para pelos-, gato, gusano de seda, lombriz, pájaro, perro, rana, animales para experimentación, caracoles vivos, frescos, congelados y secos -excepto marino-, cera de insectos excepto la de abeja)",14,ACTIVIDADES PRIMARIAS,81,Cría de animales
12211,7.00,705.00,980,Cría de aves para producción de carne,14,ACTIVIDADES PRIMARIAS,81,Cría de animales
12212,7.00,705.00,981,Cría de aves para producción de huevos,14,ACTIVIDADES PRIMARIAS,81,Cría de animales
12111,7.00,705.00,979,"Cría de ganado (incluye ovino, bovino, equino, caprino)",14,ACTIVIDADES PRIMARIAS,81,Cría de animales
12220,7.00,705.00,982,Producción de huevos,14,ACTIVIDADES PRIMARIAS,81,Cría de animales
142900,7.00,895.00,1007,"Explotación de minas y canteras n.c.p. (Incluye amianto, baritina, cuarzo, diatomita, piedra pómez, ágata, agua marina, amatista, cristal de roca, rodocrosita, topacio, corindón, feldespato, mica, zeolita, perlita, granulado volcánico, puzolana, toba, talco, vermiculita, tosca, grafito)",14,ACTIVIDADES PRIMARIAS,87,Explotación de Canteras y Extracción de Minerales no Metálicos no clasificados en otra parte
142110,7.00,895.00,1004,"Extracción de minerales para la fabricación de abonos excepto turba. (Incluye guano, silvita, silvinita y otras sales de potasio naturales)",14,ACTIVIDADES PRIMARIAS,87,Explotación de Canteras y Extracción de Minerales no Metálicos no clasificados en otra parte
142120,7.00,895.00,1005,"Extracción de minerales para la fabricación de productos químicos. (Incluye azufre, boracita e hidroboracita, calcita, celestina, colemanita, fluorita, litio y sales de litio naturales, sulfato de aluminio, sulfato de hierro, sulfato de magnesio, sulfato de sodio, ocres, tinkal, ulexita, asfaltita, laterita)",14,ACTIVIDADES PRIMARIAS,87,Explotación de Canteras y Extracción de Minerales no Metálicos no clasificados en otra parte
142200,7.00,895.00,1006,Extracción de sal en salinas y de roca,14,ACTIVIDADES PRIMARIAS,87,Explotación de Canteras y Extracción de Minerales no Metálicos no clasificados en otra parte
112000,7.00,895.00,995,"Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección",14,ACTIVIDADES PRIMARIAS,84,"Explotación de Minas de Carbón, Petróleo Crudo y Gas Natural"
111000,7.00,895.00,994,"Extracción de petróleo crudo y gas natural (Incluye gas natural licuado y gaseoso, arenas alquitraníferas, esquistos bituminosos o lutitas, aceites de petróleo y de minerales bituminosos, petróleo, coque de petróleo)",14,ACTIVIDADES PRIMARIAS,84,"Explotación de Minas de Carbón, Petróleo Crudo y Gas Natural"
101000,7.00,895.00,993,"Extracción y aglomeración de carbón (Incluye la producción de hulla no aglomerada, antracita, carbón bituminoso no aglomerado, briquetas, ovoides y combustibles sólidos análogos a base de hulla)",14,ACTIVIDADES PRIMARIAS,84,"Explotación de Minas de Carbón, Petróleo Crudo y Gas Natural"
131000,7.00,895.00,997,"Extracción de minerales de hierro. (Incluye hematitas, limonitas, magnetitas, siderita)",14,ACTIVIDADES PRIMARIAS,85,Extracción de Minerales Metálicos
132000,7.00,895.00,998,"Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio. (Incluye aluminio, cobre, estaño, manganeso, níquel, oro, plata, plomo, volframio, antimonio, bismuto, cinc, molibdeno, titanio, circonio, niobio, tántalo, vanadio, cromo, cobalto)",14,ACTIVIDADES PRIMARIAS,85,Extracción de Minerales Metálicos
120000,7.00,895.00,996,Extracción de minerales y concentrados de uranio y torio,14,ACTIVIDADES PRIMARIAS,85,Extracción de Minerales Metálicos
141400,7.00,895.00,1003,"Extracción de arcilla y caolín. (Incluye andalucita, arcillas, bentonita, caolín, pirofilita, silimanita, mulita, tierra de chamota o de dinas)",14,ACTIVIDADES PRIMARIAS,86,"Extracción de Piedra, piedra Caliza, Arcilla y Arena"
141300,7.00,895.00,1002,"Extracción de arenas, canto rodado y triturados pétreos. (Incluye arena para construcción, arena silícea, otras arenas naturales, canto rodado, dolomita triturada, granito triturado, piedra partida y otros triturados pétreos)",14,ACTIVIDADES PRIMARIAS,86,"Extracción de Piedra, piedra Caliza, Arcilla y Arena"
141200,7.00,895.00,1001,"Extracción de piedra caliza y yeso. (Incluye caliza, castina, conchilla, riolita, yeso natural, anhidrita)",14,ACTIVIDADES PRIMARIAS,86,"Extracción de Piedra, piedra Caliza, Arcilla y Arena"
141100,7.00,895.00,1000,"Extracción de rocas ornamentales. (Incluye areniscas, cuarcita, dolomita, granito, mármol, piedra laja, pizarra, pórfido, serpentina)",14,ACTIVIDADES PRIMARIAS,86,"Extracción de Piedra, piedra Caliza, Arcilla y Arena"
020130.1,7.00,705.00,999,Extracción de tierra,14,ACTIVIDADES PRIMARIAS,86,"Extracción de Piedra, piedra Caliza, Arcilla y Arena"
14210,7.00,705.00,989,Inseminación artificial y servicios n.c.p. para mejorar la reproducción de los animales y el rendimiento de sus productos,14,ACTIVIDADES PRIMARIAS,82,Servicios agrícolas y pecuarios
14190,7.00,705.00,988,Servicios agropecuarios no clasificados en otra parte,14,ACTIVIDADES PRIMARIAS,82,Servicios agrícolas y pecuarios
14220,7.00,705.00,990,"Servicios contratistas de mano de obra pecuaria (incluye arreo, castración de aves, esquila de ovejas, recolección de estiércol)",14,ACTIVIDADES PRIMARIAS,82,Servicios agrícolas y pecuarios
20310,7.00,895.00,992,Servicios forestales,14,ACTIVIDADES PRIMARIAS,83,"Silvicultura, extracción de madera y viveros"
20130,7.00,385.00,991,Viveros,14,ACTIVIDADES PRIMARIAS,83,"Silvicultura, extracción de madera y viveros"
642020.5,11.60,955.00,1669,Cabinas telefónicas.,22,COMUNICACIONES,142,Comunicaciones
642099.2,15.10,13.50,1676,Comunicaciones no clasificadas en otra parte. El mínimo expresado es mensual por abonado o conectado.,22,COMUNICACIONES,142,Comunicaciones
642020.1,10.00,1140.00,1665,"Comunicaciones por correo, telégrafo y télex",22,COMUNICACIONES,142,Comunicaciones
642010.1,10.00,1140.00,1663,Comunicaciones por radio excepto radiodifusión y televisión (radioaficionados),22,COMUNICACIONES,142,Comunicaciones
642020.2,25.00,13.50,1666,"Comunicaciones telefónicas. El mínimo expresado corresponde a cada abonado. (Cuando exista dos o más empresas que presten servicios diversos al mismo abonado, el mínimo mensual se asignará en forma completa al prestador “abono básico”).",22,COMUNICACIONES,142,Comunicaciones
642020.4,21.70,5.10,1668,Comunicaciones telefónicas larga distancia no incluidos en código 642020.2. El mínimo expresado es mensual por cliente activo.,22,COMUNICACIONES,142,Comunicaciones
642099.1,15.10,6.10,1675,Correo electrónico - Provisión de Servicios de internet. El mínimo expresado es mensual por abonado o conectado.,22,COMUNICACIONES,142,Comunicaciones
602091.2,7.00,4510.00,1673,Emisora y productora de televisión abierta,22,COMUNICACIONES,142,Comunicaciones
602091.1,7.00,2260.00,1672,Emisora y productora de televisión por cable,22,COMUNICACIONES,142,Comunicaciones
642021,10.00,1140.00,1670,Estafeta postal,22,COMUNICACIONES,142,Comunicaciones
642070,27.50,6.10,1671,Servicios complementarios de antena comunitaria de TV y circuito cerrado comunitario de TV - como la televisión satelital y por cable - regulados por Ley Nº 22285. El mínimo expresado es por abonado.,22,COMUNICACIONES,142,Comunicaciones
642010.2,7.00,2260.00,1664,"Servicios de radiodifusión y servicios complementarios de radiodifusión, excepto “los servicios complementarios de antena comunitaria de TV y circuito cerrado comunitario de TV” regulado por la Ley",22,COMUNICACIONES,142,Comunicaciones
642099,11.40,1140.00,1674,"Servicios de transmisión de sonido, imágenes, datos u otra información",22,COMUNICACIONES,142,Comunicaciones
642020.3,25.00,10.50,1667,Telefonía celular. El mínimo expresado es mensual por línea abonado. En el caso de líneas corporativas se debe contabilizar a estos efectos a cada una de las líneas que integran el grupo.,22,COMUNICACIONES,142,Comunicaciones
455000,7.60,705.00,1356,Alquiler de equipo de construcción o demolición,17,CONSTRUCCIÓN,118,"Construcción pesada y edificios, reforma, reparación y prestaciones relacionadas con la construcción"
454100,7.60,705.00,1350,"Colocación de carpintería y herrería de obra, vidrios y cerramientos",17,CONSTRUCCIÓN,118,"Construcción pesada y edificios, reforma, reparación y prestaciones relacionadas con la construcción"
